thmatic_area_code;source_target;source_target_subtheme;source_target_content;impact_target;impact_target_subtheme;impact_target_content;impact_type;impact_weight;justification
TA5	;TA5.9;Food quality;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030 Target in Common with Biodiversity Strategy (see Thematic Area 6);TA4.34;Energy Efficiency;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5.000 gross tonnes and seagoing high-speed passenger craft above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned Regulation (EU) 2023/1804;+;2;The implementation of TA5.9 could support the achievement of TA4.34 by promoting sustainable agriculture and reducing GHG emissions from farming practices, increasing the use of renewable energy in maritime transport.
TA5	;TA5.2;Food quality - Animal Welfare;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA4.26;Energy Infrastructure;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;-;1;The implementation of TA5.2 could constrain the achievement of TA4.26 by limiting the options for light-duty vehicle manufacturers and increasing the costs for sustainable vehicles.
TA5	;TA5.25;Food quality - Animal Welfare;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA4.27;Energy Infrastructure;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA5.25 could enable the achievement of TA4.27 by promoting animal welfare and reducing GHG emissions from transport, increasing the use of renewable energy in heavy-duty transport.
TA5	;TA5.27;Food quality - Healthy Food;Food messaging: Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices. Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA4.10;Energy Efficiency;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030. Energy Transition of the EU Fisheries and Aquaculture sector;+;2;The implementation of TA5.27 could support the achievement of TA4.10 by promoting sustainable food systems and reducing food waste, increasing the use of renewable energy in fisheries and aquaculture.
TA5	;TA5.31;Food quality - Healthy Food;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA4.3;GHG Reduction - Transports;The yearly average GHG intensity of the energy used on board by a ship during a reporting period shall be reduced, compared to the reference value (91.16 gCO2e/MJ) by: 2% from 1 January 2025, 6% from 1 January 2030, 14.5% from 1 January 2035, 31% from 1 January 2040, 62% from 1 January 2045, 80% from 1 January 2050. Regulation (EU) 2023/1805;+;3;The implementation of TA5.31 could reinforce the achievement of TA4.3 by promoting sustainable food systems and reducing GHG emissions from food production, increasing the use of renewable energy in maritime transport.
TA5	;TA5.33;Food quality - Healthy Food;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA4.30;Hydrogen Distribution;Member States shall ensure that, by 31 December 2030, at least one publicly accessible hydrogen refuelling station is deployed in each urban node. Regulation (EU) 2023/1804;+;2;The implementation of TA5.33 could support the achievement of TA4.30 by promoting sustainable food systems and reducing GHG emissions from food production, increasing the use of renewable energy in transport.
TA5	;TA5.34;Food quality - Healthy Food;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;TA4.5;Biofuels;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050. Regulation (EU) 2023/2405;-;1;The implementation of TA5.34 could constrain the achievement of TA4.5 by limiting the options for aviation fuel suppliers and increasing the costs for sustainable aviation fuels.
TA5	;TA5.7;GHG Reduction;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050.;TA4.9;GHG Reduction - Transports;Cut the emissions of transport sector by 90% by 2050 relative to 1990. Sustainable and Smart Mobility Strategy;+;3;The implementation of TA5.7 could enable the achievement of TA4.9 by promoting sustainable agriculture and reducing GHG emissions from farming practices, increasing the use of renewable energy in transport.
TA5	;TA5.3;Improve Soils Health;Reduce nutrient losses by at least 50%, while ensuring that there is no deterioration in soil fertility.;TA4.20;Renewable Energy - Hydrogen Production;In the first phase, from 2020 up to 2024, the strategic objective is to install at least 6 GW of renewable hydrogen electrolysers in the EU. In the second phase, from 2025 up to 2030, the strategic objective is to install at least 40 GW of renewable hydrogen electrolysers. A Hydrogen Strategy for a climate-neutral Europe;+;3;The implementation of TA5.3 could support the achievement of TA4.20 by promoting sustainable agriculture and reducing GHG emissions from farming practices, increasing the availability of renewable energy and promoting the use of hydrogen as a clean energy source.
TA5	;TA5.8;Improve Water Quality;Water: Preserving freshwater, boosting water reuse in agriculture.;TA4.15;GHG Reduction - Transports;The average CO2 emissions of the Union fleet of new heavy-duty motor vehicles [...], off-road vehicles and off-road special purpose vehicles shall be reduced by the following percentages compared to the average CO2 emissions of the reporting period of the year 2019: (a) 15% for vehicle sub-groups 4-UD, 4-RD, 4-LH, 5-RD, 5-LH, 9-RD, 9-LH, 10-RD and 10-LH for the reporting periods of the years 2025 to 2029, (b) 45% for all vehicle sub-groups other than vocational vehicles for the reporting periods of the years 2030 to 2034, (c) 65% for all vehicle sub-groups for the reporting periods of the years 2035 to 2039, (d) 90% for all vehicle sub-groups for the reporting periods of the year 2040 onwards Regulation (EU) 2024/1610;-;1;The implementation of TA5.8 could constrain the achievement of TA4.15 by limiting the options for vehicle manufacturers and increasing the costs for sustainable vehicles.
TA5	;TA5.4;Pesticides Reduction;Reduce by 50% the use of more hazardous pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA4.26;Energy Infrastructure;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA5.4 could enable the achievement of TA4.26 by promoting sustainable agriculture and reducing the use of hazardous pesticides, increasing the use of renewable energy in transport.
TA5	;TA5.5;Pesticides Reduction;Reduce by 50% the use and risk of chemical pesticides Target in Common with Biodiversity Strategy (see Thematic Area 6) and Zero Pollution Action Plan (see Thematic Area 7);TA4.27;Energy Infrastructure;Member States shall ensure that, by 31 December 2030 (with intermediate 2025 and 2027 targets), along the TEN-T core road network, publicly accessible recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 60 km between them [...]. Along the TEN-T comprehensive road network, recharging pools dedicated to heavy-duty electric vehicles are deployed in each direction of travel with a maximum distance of 100 km between them and each recharging pool offers a power output of at least 1.500 kW and includes at least one recharging point with an individual power output of at least 350 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA5.5 could enable the achievement of TA4.27 by promoting sustainable agriculture and reducing the use of chemical pesticides, increasing the use of renewable energy in heavy-duty transport.
TA5	;TA5.10;Renewable Energy;Energy: Increase renewable energy in the agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption.;TA4.28;Energy Infrastructure;By 31 December 2030, in each safe and secure parking area at least four publicly accessible recharging stations dedicated to heavy-duty electric vehicles with an individual power output of at least 100 kW are deployed. Regulation (EU) 2023/1804;-;1;The implementation of TA5.10 could constrain the achievement of TA4.28 by limiting the options for heavy-duty electric vehicle manufacturers and increasing the costs for sustainable vehicles.
TA5	;TA5.16;Social Security - Workers Protection;Income distribution: Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;TA4.29;Energy Infrastructure;By 31 December 2030, in each urban node publicly accessible recharging points dedicated to heavy-duty electric vehicles with an aggregated power output of at least 1 800 kW are deployed, provided by recharging stations with an individual power output of at least 150 kW. Regulation (EU) 2023/180;+;1;The implementation of TA5.16 could enable the achievement of TA4.29 by promoting fair income distribution and sustainable livelihoods for primary producers, increasing the use of renewable energy in transport.
TA5	;TA5.23;Social Security - Workers Protection;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;TA4.13;Net-Zero Technology - Road Vehicles;For [...] ‚Äúurban buses‚Äù manufacturers shall comply with the 90% (in the reporting period 2030-2034) and 100% (as from 2035) minimum shares in their fleet of new heavy-duty vehicles Regulation (EU) 2024/1610;+;2;The implementation of TA5.23 could support the achievement of TA4.13 by promoting sustainable employment and working conditions, increasing the use of renewable energy in transport.
TA5	;TA5.24;Social Security - Workers Protection;Social protection and poverty: Ensure fair, inclusive and ethical value chains. Ensure workers‚Äô social protection and housing conditions, promote socially responsible production methods, Mitigate the socio- economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA4.6;Other Low-Carbon Fuels;Of the SAF targets reported above, synthetic aviation fuels should represent a minimum share of 1.2% from 2030, 5% from 2035, 10% from 2034, 15% from 2045, and 35% from 2050. Regulation (EU) 2023/2405;+;2;The implementation of TA5.24 could reinforce the achievement of TA4.6 by promoting fair and inclusive value chains, reducing social and economic impacts on workers and increasing the use of renewable energy in aviation.
TA5	;TA5.22;Transport Logistics;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;TA4.33;Energy Efficiency;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030. Regulation (EU) 2023/1804;+;1;The implementation of TA5.22 could enable the achievement of TA4.33 by promoting sustainable transport and reducing GHG emissions from transport, increasing the use of renewable energy in inland waterway transport.
TA5	;TA5.13;Waste Reduction - Food Waste;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels* *See also Directive (EU) 2018/851 on waste with a target on food waste reduction of 30% by 2025;TA4.25;Energy Infrastructure;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;-;1;The implementation of TA5.13 could constrain the achievement of TA4.25 by limiting the options for vehicle manufacturers and increasing the costs for sustainable vehicles.
TA5	;TA5.11;Biodiversity Protection & Conservation;Biodiversity conservation and restoration of natural resources: Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;TA3.3;Circularity/Recycling;Double EU  circular material use rate in the coming decade;+;2;The implementation of TA5.11 will likely reinforce TA3.3, as biodiversity conservation and restoration can lead to increased circular material use, such as through the reuse of organic waste as fertilizers.
TA5	;TA5.14;Circularity/Recycling;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA3.13;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;By 2030, Union recycling capacity, including for all intermediate recycling steps, should be able of producing at least 25% of the Union  annual consumption of strategic raw materials;+;2;The implementation of TA5.14 will likely reinforce TA3.13, as the promotion of circular economy in food processing and retail can lead to increased recycling capacity for strategic raw materials.
TA5	;TA5.17;Competitive Agriculture;Sectorial growth: Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA3.16;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Producers of portable batteries or, where appointed in accordance with Article 57(1), producer responsibility organisations, shall attain, and maintain durably, at least the following collection targets for waste portable batteries;+;1;The implementation of TA5.17 will likely enable TA3.16, as the strengthening of farmers' and fishers' position in the supply chain can lead to increased collection targets for waste portable batteries.
TA5	;TA5.18;Competitive Agriculture;Market power and business structure: Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA3.20;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;1;The implementation of TA5.18 will likely enable TA3.20, as improved agricultural rules can lead to increased recycling efficiency for various types of waste batteries.
TA5	;TA5.20;Competitive Agriculture;Trade: Foster the competitiveness of the EU supply sector.;TA3.30;Circularity/Recycling - Municipal Waste;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040;+;1;The implementation of TA5.20 will likely reinforce TA3.30, as the competitiveness of the EU supply sector can lead to reduced packaging waste generation.
TA5	;TA5.35;Competitive Agriculture;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;TA3.24;Waste Reduction - Food Waste;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;+;2;The implementation of TA5.35 will likely reinforce TA3.24, as the strengthening of the EU food system's resilience can lead to reduced food waste generation in processing and manufacturing.
TA5	;TA5.21;Digitalisation;Digitalisation and knowledge transfer. Ensure access to fast broadband to all farmers and all rural areas to achieve the objective of 100% access by 2025;TA3.11;Critical Raw Materials - Extraction & Import;Diversify the Union  imports of strategic raw materials with a view to ensuring that, by 2030, the Union  annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries;+;1;The implementation of TA5.21 will likely enable TA3.11, as digitalisation and knowledge transfer can facilitate the diversification of imports of strategic raw materials.
TA5	;TA5.19;Food affordability;Price: Preserve the price affordability of food.;TA3.29;Circularity/Recycling - Plastic & Packaging;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory.;+;1;The implementation of TA5.19 will likely reinforce TA3.29, as preserving price affordability of food can lead to reduced consumption of lightweight plastic carrier bags.
TA5	;TA5.29;Food affordability;Food availability: Improve availability of sustainable food. Ensure that the healthy option is always the easiest one. Ensure food supply.;TA3.1;Waste Reduction - Municipal Waste;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA5.29 will likely reinforce TA3.1, as improved food availability can lead to reduced municipal waste generation.
TA5	;TA5.30;Food affordability;Food affordability: Ensure affordability to sufficient, nutritious and sustainable food;TA3.32;Circularity/Recycling - Plastic & Packaging;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030.;+;1;The implementation of TA5.30 will likely enable TA3.32, as ensuring food affordability can lead to increased recycling targets for plastic in packaging waste.
TA5	;TA5.32;Food affordability;Food security: Ensuring food security and access to quality, safe, sustainable, nutritious food for all.;TA3.33;Circularity/Recycling - Municipal Waste;Member States shall take the necessary measures to attain a recycling target of 25% of wood by weight of wood contained in packaging waste generated by 31 December 2025 and of 30% by 31 December 2030;+;1;The implementation of TA5.32 will likely reinforce TA3.33, as food security can lead to increased recycling targets for wood in packaging waste.
TA5	;TA5.12;Food quality;Genetic biodiversity of food production systems: Secure and ensure access to a range of quality seeds for plant varieties in order to adapt to the pressures of climate change.;TA3.52;Circularity/Recycling - Plastic & Packaging;At least 20% of the carbon used in the chemical and plastic products should be from sustainable non-fossil sources by 2030;+;2;The implementation of TA5.12 will likely reinforce TA3.52, as genetic biodiversity conservation can lead to increased use of sustainable non-fossil sources in chemical and plastic products.
TA5	;TA5.15;Food quality;Consumption footprint: Reduce the environmental and climate footprint of the EU food system, operating within planetary boundaries. Reduce the EU  contribution to global deforestation and forest degradation.;TA3.38;Circularity/Recycling - Vehicle Circularity;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is: (a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass.;+;1;The implementation of TA5.15 will likely enable TA3.38, as reduced consumption footprint can lead to increased recyclability and reusability of vehicles.
TA5	;TA5.6;Food quality;Aquatic living resources: Increase sustainable fishing and aquaculture. Bring fish stocks to sustainable levels. Significant increase in organic aquaculture;TA3.48;Circularity/Recycling - Vehicle Circularity;The plastic contained in each vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of the Regulation] under Regulation (EU) 2018/858 shall contain a minimum of 25 % of plastic recycled by weight from post-consumer plastic waste;+;1;The implementation of TA5.6 will likely reinforce TA3.48, as sustainable fishing and aquaculture can lead to increased use of recycled plastic in vehicles.
TA5	;TA5.9;Food quality;Increase organic farming with the aim to achieve at least 25% of total farmland under organic farming by 2030;TA3.50;Circularity/Recycling - Vehicle Circularity;Member States shall ensure that the following targets are met by the waste management operators: (a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year, (b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.;+;2;The implementation of TA5.9 will likely reinforce TA3.50, as increased organic farming can lead to improved waste management practices, including reuse and recycling.
TA5	;TA5.2;Food quality - Animal Welfare;Reduce overall EU sales of antimicrobials for farmed animals and in aquaculture by 50% by 2030.;TA3.51;Circularity/Recycling - Vehicle Circularity;Member States shall ensure that waste management operators achieve a yearly target for the recycling of plastics of at least 30 % of the total weight of plastics contained in the vehicles delivered to the waste management operators.;+;1;The implementation of TA5.2 will likely enable TA3.51, as reduced antimicrobial use can lead to increased recycling targets for plastics.
TA5	;TA5.25;Food quality - Animal Welfare;Animal welfare: Promote better animal welfare to improve animal health and food quality.;TA3.11;Critical Raw Materials - Extraction & Import;Diversify the Union  imports of strategic raw materials with a view to ensuring that, by 2030, the Union  annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries;+;1;The implementation of TA5.25 will likely reinforce TA3.11, as improved animal welfare can lead to increased diversification of imports of strategic raw materials.
TA5	;TA5.27;Food quality - Healthy Food;Food messaging: Provide food information and labelling to empower consumers to make informed, healthy and sustainable food choices. Strengthen educational messages on the importance of healthy nutrition, sustainable food production and consumption, and reducing food waste;TA3.29;Circularity/Recycling - Plastic & Packaging;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory.;+;1;The implementation of TA5.27 will likely reinforce TA3.29, as food messaging can lead to reduced consumption of lightweight plastic carrier bags.
TA5	;TA5.31;Food quality - Healthy Food;Properties of food: Increase reformulation of food products in line with guidelines for healthy and sustainable diets;TA3.20;Circularity/Recycling - Critical Raw Materials - Batteries Recycling;Recycling shall achieve at least the following targets for recycling efficiency: No later than 31 December 2025- 75% by average weight of lead-acid batteries- 80% by average weight of nickel-cadmium batteries - 50% by average weight of other waste batteries;+;1;The implementation of TA5.31 will likely enable TA3.20, as food reformulation can lead to increased recycling efficiency for various types of waste batteries.
TA5	;TA5.33;Food quality - Healthy Food;Nutrition and healthy, sustainable diets: Move to healthier and more sustainable diets.;TA3.32;Circularity/Recycling - Plastic & Packaging;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030;+;1;The implementation of TA5.33 will likely reinforce TA3.32, as healthier and more sustainable diets can lead to increased recycling targets for plastic in packaging waste.
TA5	;TA5.34;Food quality - Healthy Food;Health impact of diets: Reversing of the rise in overweight and obesity rates across the EU by 2030;TA3.1;Waste Reduction - Municipal Waste;Halve the amount of residual (non-recycled) municipal waste by 2030;+;2;The implementation of TA5.34 will likely reinforce TA3.1, as reversing the rise in overweight and obesity rates can lead to reduced municipal waste generation.
TA5	;TA5.7;GHG Reduction;Ensure that agriculture, fisheries and aquaculture, and the food value chain contribute to the target of reducing net greenhouse gas emissions to at least 55% below 1990 levels by 2030 and to the achievement of the objective for a climate-neutral Union in 2050;TA3.30;Circularity/Recycling - Municipal Waste;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040;+;1;The implementation of TA5.7 will likely reinforce TA3.30, as the contribution of the food value chain to climate neutrality can lead to reduced packaging waste generation.
TA5	;TA5.3;Improve Soils Health;Reduce nutrient losses by at least 50%, while ensuring that there is no deterioration in soil fertility.;TA3.27;Waste Reduction - Plastic & Packaging;All packaging shall be recyclable;+;1;The implementation of TA5.3 will likely enable TA3.27, as reduced nutrient losses can lead to increased recyclability of packaging.
TA5	;TA5.8;Improve Water Quality;Water: Preserving freshwater, boosting water reuse in agriculture.;TA3.28;Waste Reduction - Plastic & Packaging;The plastic part in packaging shall contain the following minimum percentage of recycled content recovered from post-consumer plastic waste;+;1;The implementation of TA5.8 will likely reinforce TA3.28, as water preservation and reuse can lead to increased use of recycled content in packaging.
TA5	;TA5.4;Pesticides Reduction;Reduce by 50% the use of more hazardous pesticides;TA3.38;Circularity/Recycling - Vehicle Circularity;Each vehicle belonging to a vehicle type that is type-approved as of [the first day of the month following 72 months after the date of entry into force of this Regulation] under Regulation (EU) 2018/858 shall be constructed so that it is: (a) reusable/recyclable to a minimum of 85% by mass, (b) reusable/recoverable to a minimum of 95 % by mass.;+;1;The implementation of TA5.4 will likely enable TA3.38, as reduced use of hazardous pesticides can lead to increased recyclability and reusability of vehicles.
TA5	;TA5.5;Pesticides Reduction;Reduce by 50% the use and risk of chemical pesticides;TA3.50;Circularity/Recycling - Vehicle Circularity;Member States shall ensure that the following targets are met by the waste management operators: (a) the reuse and recovery, as calculated together, shall be a minimum of 95 %, by average weight per vehicle, excluding batteries, and year, (b) the reuse and recycling, as calculated together, shall be a minimum of 85 %, by average weight per vehicle, excluding batteries, and year.;+;1;The implementation of TA5.5 will likely reinforce TA3.50, as reduced use of chemical pesticides can lead to improved waste management practices, including reuse and recycling.
TA5	;TA5.10;Renewable Energy;Energy: Increase renewable energy in the agriculture and food sector. Adopt energy efficiency solutions in the agriculture and food sector, by reducing energy consumption.;TA3.24;Waste Reduction - Food Waste;Reduce the generation of food waste in processing and manufacturing by 10% in comparison to the amount generated in 2020;+;1;The implementation of TA5.10 will likely enable TA3.24, as increased renewable energy and energy efficiency can lead to reduced food waste generation.
TA5	;TA5.16;Social Security - Workers Protection;Income distribution: Ensure fair income and salaries. Improve income of primary producers to ensure their sustainable livelihood.;TA3.25;Waste Reduction - Food Waste;Reduce the generation of food waste per capita, jointly in retail and other distribution of food, in restaurants and food services and in households, by 30% in comparison to the amount generated in 2020;+;1;The implementation of TA5.16 will likely reinforce TA3.25, as fair income distribution can lead to reduced food waste generation.
TA5	;TA5.23;Social Security - Workers Protection;Employment and working conditions: Create new job opportunities. Improve working conditions, ensure occupation health and safety.;TA3.30;Circularity/Recycling - Municipal Waste;Each Member State shall reduce the packaging waste generated per capita, as compared to the packaging waste generated per capita in 2018 as reported to the Commission in accordance with Decision 2005/270/EC by 5% by 2030, 10% by 2035, 15% by 2040;+;1;The implementation of TA5.23 will likely reinforce TA3.30, as improved employment and working conditions can lead to reduced packaging waste generation.
TA5	;TA5.24;Social Security - Workers Protection;Social protection and poverty: Ensure fair, inclusive and ethical value chains. Ensure workers’ social protection and housing conditions, promote socially responsible production methods, Mitigate the socio-economic consequences impacting the food chain and ensure that the key principles enshrined in the European Pillar of Social Rights are respected, especially when it comes to precarious, seasonal and undeclared workers.;TA3.29;Circularity/Recycling - Plastic & Packaging;Member States shall take measures to achieve a sustained reduction in the consumption of lightweight plastic carrier bags on their territory.;+;1;The implementation of TA5.24 will likely reinforce TA3.29, as fair and inclusive value chains can lead to reduced consumption of lightweight plastic carrier bags.
TA5	;TA5.22;Transport Logistics;Transport, accessibility and infrastructure: Create shorter supply chains will support reducing dependence on long-haul transportation.;TA3.11;Critical Raw Materials - Extraction & Import;Diversify the Union  imports of strategic raw materials with a view to ensuring that, by 2030, the Union  annual consumption of each strategic raw material at any relevant stage of processing can rely on imports from several third countries;+;1;The implementation of TA5.22 will likely enable TA3.11, as shorter supply chains can facilitate the diversification of imports of strategic raw materials.
TA5	;TA5.13;Waste Reduction - Food Waste;Reduce food waste. Prevent food loss and waste. Halve per capita food waste at retail and consumer levels*;TA3.32;Circularity/Recycling - Plastic & Packaging;Member States shall take the necessary measures to attain a recycling target of 50% of plastic by weight of plastic contained in packaging waste generated by 31 December 2025, and of 55% by weight of plastic in packaging waste generated by 31 December 2030;+;1;The implementation of TA5.13 will likely reinforce TA3.32, as reduced food waste can lead to increased recycling targets for plastic in packaging waste.
TA5	;TA5.11;Biodiversity Protection & Conservation;Biodiversity conservation and restoration of natural resources: Protect the environment and restore natural resources. Preserve biodiversity and reduce biodiversity loss.;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;+;2;The reduction of GHG emissions will have a positive impact on biodiversity conservation and restoration of natural resources, as it will reduce pollution and promote sustainable land use.
TA5	;TA5.14;Circularity/Recycling;Circular economy: Scale-up and promote sustainable and socially responsible production methods and circular business models in food processing and retail.;TA1.9;GHG Reduction;EU ETS. The contribution of the sectors covered by the existing EU Emission trading System (EU ETS) with respect to the EU Climate ambition should be of -62% compared to 2005;+;1;The implementation of a circular economy in the food sector will be facilitated by the EU ETS, which will promote sustainable production methods and reduce waste.
TA5	;TA5.17;Competitive Agriculture;Sectorial growth: Help farmers and fishers to strengthen their position in the supply chain and to capture a fair share of the added value of sustainable production;TA1.11;GHG Reduction;ESR. Increased national targets in line with an EU- wide reduction of 40% in the ESR sectors compared to 2005;+;1;The ESR will support the growth of the agricultural sector by promoting sustainable production methods and reducing emissions, which will in turn help farmers and fishers to strengthen their position in the supply chain.
TA5	;TA5.18;Competitive Agriculture;Market power and business structure: Improve agricultural rules that strengthen the position of farmers (e.g. producers of products with geographical indications), their cooperatives and producer organisations in the food supply chain.;TA1.13;GHG Reduction;No debit rule. For the period from 2021 to 2025, each Member State shall ensure that greenhouse gas emissions from the sector do not exceed greenhouse gas removals;+;1;The no debit rule will promote sustainable agricultural practices, which will in turn strengthen the position of farmers and their cooperatives in the food supply chain.
TA5	;TA5.20;Competitive Agriculture;Trade: Foster the competitiveness of the EU supply sector.;TA1.10;GHG Reduction - Buildings;ETS2. Contribution of the buildings and road transport sectors of 43% emission reductions by 2030 compared to 2005;+;1;The ETS2 will promote the competitiveness of the EU supply sector by reducing emissions and promoting sustainable production methods.
TA5	;TA5.35;Competitive Agriculture;Preparedness, shock resilience, adaptation and transformation: Strengthen the resilience of the EU food system. Build up resilience to climate change, possible future diseases and pandemics. Increasing the sustainability of food producers will ultimately increase their resilience.;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;+;1;Reducing methane emissions will have a positive impact on the resilience of the EU food system, as it will reduce the environmental impact of agriculture and promote sustainable production methods.
